date,region,country,category,subcategory,segment,quantity,unit_price,revenue,cost,profit,profit_margin
2022-02-19,Latin America,Colombia,Clothing,Pants,Corporate,5,166.45,832.25,558.19,274.06,0.3293
2024-07-20,Asia Pacific,India,Clothing,Shirts,Consumer,3,177.71,533.13,369.83,163.3,0.3063
2024-09-05,Europe,Italy,Office Supplies,Paper,Consumer,5,64.46,322.3,235.69,86.61,0.2687
2024-01-01,Europe,United Kingdom,Furniture,Storage,Consumer,4,217.33,869.32,491.12,378.2,0.4351
2024-12-06,Latin America,Brazil,Clothing,Shoes,Corporate,3,108.8,326.4,198.05,128.35,0.3932
2024-07-22,Europe,Germany,Electronics,Phones,Corporate,3,224.59,673.77,276.28,397.49,0.5899
2023-01-31,North America,United States,Clothing,Shoes,Corporate,2,326.16,652.32,325.25,327.07,0.5014
2024-04-18,Asia Pacific,China,Office Supplies,Binders,Consumer,2,245.61,491.22,346.26,144.96,0.2951
2024-09-09,North America,United States,Clothing,Pants,Consumer,5,308.58,1542.9,1039.55,503.35,0.3262
2023-11-10,Europe,France,Electronics,Computers,Consumer,5,269.95,1349.75,1072.84,276.91,0.2052
2024-01-04,Asia Pacific,Australia,Clothing,Shoes,Home Office,1,15.14,15.14,8.93,6.21,0.4102
2024-07-30,North America,United States,Furniture,Chairs,Home Office,4,25.94,103.76,52.89,50.87,0.4903
2022-09-04,Latin America,Argentina,Clothing,Shirts,Consumer,1,14.36,14.36,6.89,7.47,0.5202
2022-07-31,Asia Pacific,Japan,Office Supplies,Pens,Corporate,5,20.74,103.7,74.94,28.76,0.2773
2023-11-01,Latin America,Brazil,Clothing,Pants,Home Office,3,51.92,155.76,122.05,33.71,0.2164
2022-10-15,Asia Pacific,China,Office Supplies,Binders,Corporate,3,200.64,601.92,247.75,354.17,0.5884
2024-01-07,Latin America,Argentina,Furniture,Tables,Home Office,1,387.66,387.66,185.73,201.93,0.5209
2023-10-23,Latin America,Colombia,Office Supplies,Pens,Home Office,5,123.66,618.3,328.25,290.05,0.4691
2022-09-16,Asia Pacific,China,Office Supplies,Paper,Corporate,5,206.83,1034.15,454.68,579.47,0.5603
2023-01-03,Latin America,Colombia,Office Supplies,Labels,Home Office,4,364.09,1456.36,913.92,542.44,0.3725
2024-07-19,Europe,Spain,Office Supplies,Labels,Home Office,5,405.98,2029.9,1405.22,624.68,0.3077
2024-11-26,Asia Pacific,South Korea,Clothing,Shoes,Corporate,2,68.04,136.08,75.16,60.92,0.4477
2023-03-24,Asia Pacific,South Korea,Clothing,Shoes,Home Office,3,499.7,1499.1,1152.18,346.92,0.2314
2024-12-03,North America,United States,Electronics,Audio,Consumer,1,257.77,257.77,185.6,72.17,0.28
2022-10-12,Latin America,Chile,Electronics,Phones,Consumer,2,407.46,814.92,342.43,472.49,0.5798
2024-12-30,Europe,France,Office Supplies,Labels,Home Office,5,20.51,102.55,62.88,39.67,0.3868
2023-12-11,Europe,Spain,Furniture,Desks,Consumer,5,98.31,491.55,274.57,216.98,0.4414
2022-02-03,Latin America,Colombia,Electronics,Accessories,Consumer,3,498.97,1496.91,1155.62,341.29,0.228
2022-06-14,Latin America,Argentina,Clothing,Shirts,Consumer,5,476.63,2383.15,1466.79,916.36,0.3845
2022-05-06,Asia Pacific,India,Electronics,Accessories,Home Office,5,308.63,1543.15,1064.62,478.53,0.3101
2023-05-17,Europe,Germany,Clothing,Shoes,Home Office,2,205.89,411.78,220.73,191.05,0.464
2023-06-08,North America,United States,Clothing,Pants,Consumer,1,53.99,53.99,25.27,28.72,0.532
2022-10-18,Latin America,Argentina,Furniture,Chairs,Corporate,2,477.71,955.42,568.86,386.56,0.4046
2022-07-15,Europe,Italy,Furniture,Desks,Consumer,2,493.33,986.66,752.68,233.98,0.2371
2022-02-02,Asia Pacific,South Korea,Clothing,Pants,Corporate,3,223.91,671.73,318.45,353.28,0.5259
2022-10-13,Latin America,Colombia,Furniture,Storage,Consumer,5,366.46,1832.3,1458.78,373.52,0.2039
2024-05-19,Latin America,Argentina,Electronics,Accessories,Corporate,2,334.36,668.72,380.67,288.05,0.4307
2023-03-08,North America,United States,Furniture,Chairs,Consumer,2,413.84,827.68,543.78,283.9,0.343
2022-04-23,Latin America,Brazil,Furniture,Chairs,Corporate,1,234.55,234.55,116.83,117.72,0.5019
2023-05-25,Latin America,Brazil,Furniture,Tables,Home Office,2,108.9,217.8,95.04,122.76,0.5636
2023-06-11,Asia Pacific,Australia,Clothing,Outerwear,Consumer,3,87.31,261.93,185.75,76.18,0.2908
2023-12-01,Latin America,Argentina,Office Supplies,Paper,Corporate,4,358.62,1434.48,702.69,731.79,0.5101
2022-09-30,Europe,Spain,Electronics,Phones,Consumer,1,127.51,127.51,98.38,29.13,0.2285
2023-10-02,Asia Pacific,Japan,Electronics,Phones,Corporate,2,118.57,237.14,179.56,57.58,0.2428
2023-04-05,Europe,Germany,Clothing,Outerwear,Consumer,5,16.4,82.0,38.52,43.48,0.5302
2024-12-16,North America,Mexico,Office Supplies,Pens,Home Office,4,156.83,627.32,401.67,225.65,0.3597
2022-05-08,Europe,United Kingdom,Electronics,Accessories,Corporate,5,300.36,1501.8,992.69,509.11,0.339
2023-02-20,Asia Pacific,India,Electronics,Accessories,Home Office,1,198.13,198.13,110.6,87.53,0.4418
2022-10-24,North America,Mexico,Clothing,Outerwear,Corporate,2,498.98,997.96,592.79,405.17,0.406
2023-03-10,Asia Pacific,China,Clothing,Shoes,Corporate,2,245.89,491.78,369.09,122.69,0.2495
2023-02-11,Latin America,Colombia,Clothing,Shirts,Corporate,2,414.33,828.66,430.76,397.9,0.4802
2022-09-14,North America,Mexico,Electronics,Computers,Consumer,4,461.46,1845.84,1185.1,660.74,0.358
2022-10-04,Europe,Spain,Office Supplies,Pens,Home Office,3,75.55,226.65,148.23,78.42,0.346
2022-03-01,Asia Pacific,India,Clothing,Shirts,Corporate,2,457.2,914.4,662.71,251.69,0.2753
2022-12-18,Latin America,Colombia,Office Supplies,Labels,Corporate,2,314.43,628.86,488.36,140.5,0.2234
2022-01-16,Asia Pacific,Japan,Electronics,Computers,Corporate,1,14.41,14.41,5.86,8.55,0.5933
2023-07-05,Latin America,Brazil,Office Supplies,Paper,Consumer,1,57.63,57.63,36.05,21.58,0.3745
2023-12-01,North America,United States,Clothing,Pants,Corporate,3,437.25,1311.75,599.93,711.82,0.5426
2022-07-28,Latin America,Colombia,Office Supplies,Pens,Consumer,3,291.07,873.21,671.44,201.77,0.2311
2023-11-14,Asia Pacific,China,Office Supplies,Labels,Home Office,2,125.14,250.28,149.76,100.52,0.4016
2023-01-15,Asia Pacific,India,Office Supplies,Pens,Home Office,3,275.01,825.03,361.67,463.36,0.5616
2023-10-09,Latin America,Chile,Clothing,Outerwear,Consumer,5,271.03,1355.15,771.55,583.6,0.4307
2024-02-06,Latin America,Argentina,Electronics,Accessories,Consumer,2,100.52,201.04,125.5,75.54,0.3757
2024-11-13,Asia Pacific,South Korea,Clothing,Outerwear,Consumer,4,71.93,287.72,203.14,84.58,0.294
2023-12-31,Europe,Italy,Furniture,Chairs,Home Office,5,88.72,443.6,215.54,228.06,0.5141
2023-10-02,Europe,United Kingdom,Furniture,Storage,Consumer,1,15.68,15.68,7.07,8.61,0.5491
2024-11-24,North America,Canada,Furniture,Desks,Home Office,5,32.24,161.2,95.32,65.88,0.4087
2022-12-21,Asia Pacific,Japan,Office Supplies,Labels,Corporate,1,297.41,297.41,232.54,64.87,0.2181
2024-10-29,Asia Pacific,China,Clothing,Shirts,Corporate,1,132.11,132.11,87.22,44.89,0.3398
2022-09-06,Latin America,Brazil,Clothing,Pants,Corporate,4,469.24,1876.96,1209.81,667.15,0.3554
2024-09-02,Asia Pacific,Japan,Furniture,Tables,Consumer,5,463.04,2315.2,1827.43,487.77,0.2107
2023-09-16,Asia Pacific,India,Electronics,Phones,Corporate,5,367.59,1837.95,1439.62,398.33,0.2167
2023-09-11,Asia Pacific,India,Electronics,Phones,Corporate,1,154.33,154.33,120.22,34.11,0.221
2023-09-26,North America,Canada,Furniture,Desks,Consumer,3,174.11,522.33,223.96,298.37,0.5712
2023-03-24,North America,United States,Furniture,Chairs,Home Office,5,63.79,318.95,175.68,143.27,0.4492
2024-08-27,North America,Canada,Electronics,Audio,Corporate,1,15.48,15.48,6.55,8.93,0.5769
2024-09-23,Europe,Spain,Electronics,Accessories,Corporate,5,344.31,1721.55,930.79,790.76,0.4593
2024-05-12,Asia Pacific,China,Clothing,Outerwear,Consumer,1,174.89,174.89,123.44,51.45,0.2942
2023-08-13,Asia Pacific,Australia,Electronics,Computers,Home Office,2,496.52,993.04,707.61,285.43,0.2874
2022-10-14,Asia Pacific,Japan,Electronics,Phones,Corporate,4,405.69,1622.76,833.27,789.49,0.4865
2024-09-01,Europe,France,Furniture,Tables,Corporate,5,167.61,838.05,435.8,402.25,0.48
2024-01-20,North America,United States,Furniture,Desks,Corporate,5,293.52,1467.6,703.43,764.17,0.5207
2023-06-08,Asia Pacific,South Korea,Furniture,Tables,Home Office,5,53.32,266.6,158.76,107.84,0.4045
2024-03-24,Asia Pacific,India,Clothing,Outerwear,Corporate,5,444.43,2222.15,1433.93,788.22,0.3547
2022-10-06,Europe,France,Clothing,Shoes,Home Office,1,241.49,241.49,128.45,113.04,0.4681
2024-06-25,Asia Pacific,China,Furniture,Chairs,Corporate,3,214.95,644.85,367.1,277.75,0.4307
2024-05-14,Europe,United Kingdom,Furniture,Desks,Consumer,4,82.3,329.2,169.23,159.97,0.4859
2023-07-19,Asia Pacific,India,Furniture,Desks,Consumer,3,183.73,551.19,367.51,183.68,0.3332
2024-03-09,Latin America,Chile,Electronics,Phones,Home Office,3,268.97,806.91,600.07,206.84,0.2563
2023-02-19,Europe,Spain,Furniture,Desks,Consumer,1,162.83,162.83,82.83,80.0,0.4913
2022-08-21,Asia Pacific,South Korea,Clothing,Shoes,Home Office,1,291.94,291.94,225.03,66.91,0.2292
2023-07-14,Asia Pacific,South Korea,Office Supplies,Labels,Consumer,3,28.94,86.82,56.03,30.79,0.3546
2024-07-19,Latin America,Chile,Electronics,Audio,Consumer,2,460.23,920.46,460.98,459.48,0.4992
2022-03-01,Asia Pacific,Japan,Office Supplies,Pens,Home Office,2,422.91,845.82,383.96,461.86,0.546
2024-08-05,Latin America,Colombia,Furniture,Chairs,Corporate,4,98.48,393.92,237.94,155.98,0.396
2023-07-26,Asia Pacific,Japan,Furniture,Desks,Consumer,4,312.83,1251.32,735.12,516.2,0.4125
2023-06-12,Europe,Italy,Office Supplies,Binders,Home Office,2,91.39,182.78,124.98,57.8,0.3162
2022-07-24,North America,Canada,Office Supplies,Binders,Corporate,1,37.26,37.26,27.73,9.53,0.2558
2024-12-19,Latin America,Argentina,Electronics,Computers,Home Office,4,329.89,1319.56,540.97,778.59,0.59
2023-12-09,Latin America,Argentina,Furniture,Desks,Corporate,1,388.06,388.06,225.46,162.6,0.419
2022-10-28,Europe,Spain,Electronics,Computers,Home Office,5,279.36,1396.8,1075.86,320.94,0.2298
2024-04-20,Europe,United Kingdom,Electronics,Accessories,Home Office,4,454.82,1819.28,999.77,819.51,0.4505
2023-09-06,North America,Canada,Clothing,Outerwear,Home Office,5,364.07,1820.35,1343.17,477.18,0.2621
2024-04-30,Europe,United Kingdom,Office Supplies,Pens,Consumer,5,54.92,274.6,219.59,55.01,0.2003
2024-09-20,Europe,United Kingdom,Clothing,Shoes,Corporate,2,342.12,684.24,420.42,263.82,0.3856
2023-06-27,Europe,Spain,Clothing,Pants,Corporate,2,236.0,472.0,283.41,188.59,0.3996
2022-06-15,Asia Pacific,China,Clothing,Outerwear,Consumer,3,277.55,832.65,608.8,223.85,0.2688
2024-01-28,Europe,United Kingdom,Clothing,Outerwear,Corporate,1,193.16,193.16,146.6,46.56,0.241
2023-06-24,Latin America,Chile,Furniture,Storage,Consumer,4,326.1,1304.4,847.9,456.5,0.35
2023-03-19,Europe,Italy,Office Supplies,Binders,Corporate,5,260.64,1303.2,820.47,482.73,0.3704
2022-10-22,Europe,Italy,Electronics,Accessories,Consumer,1,278.83,278.83,127.48,151.35,0.5428
2022-09-03,Asia Pacific,China,Furniture,Tables,Corporate,5,352.16,1760.8,1026.52,734.28,0.417
2023-05-23,Europe,Spain,Clothing,Pants,Corporate,5,279.95,1399.75,717.82,681.93,0.4872
2023-07-15,North America,Mexico,Clothing,Shoes,Home Office,5,56.23,281.15,169.08,112.07,0.3986
2022-10-16,Europe,United Kingdom,Electronics,Accessories,Home Office,4,390.66,1562.64,873.47,689.17,0.441
2023-07-30,Latin America,Chile,Furniture,Tables,Corporate,4,195.85,783.4,475.83,307.57,0.3926
2022-12-07,Europe,Germany,Clothing,Shirts,Corporate,5,453.83,2269.15,1360.71,908.44,0.4003
2024-09-21,Europe,United Kingdom,Office Supplies,Pens,Home Office,5,163.46,817.3,346.67,470.63,0.5758
2024-06-15,North America,Mexico,Furniture,Tables,Corporate,5,53.75,268.75,113.25,155.5,0.5786
2023-06-15,Latin America,Argentina,Clothing,Pants,Consumer,1,53.02,53.02,41.05,11.97,0.2258
2023-09-05,Latin America,Brazil,Furniture,Chairs,Corporate,5,424.81,2124.05,1581.58,542.47,0.2554
2022-12-26,Europe,Italy,Clothing,Shoes,Consumer,1,335.17,335.17,168.95,166.22,0.4959
2022-09-05,Asia Pacific,South Korea,Furniture,Desks,Home Office,3,342.83,1028.49,459.98,568.51,0.5528
2023-11-10,North America,United States,Electronics,Computers,Home Office,2,55.15,110.3,71.95,38.35,0.3477
2022-12-07,North America,Mexico,Electronics,Accessories,Consumer,2,162.13,324.26,209.0,115.26,0.3555
2022-05-07,North America,Mexico,Office Supplies,Pens,Corporate,5,242.55,1212.75,594.06,618.69,0.5102
2024-12-02,North America,Canada,Office Supplies,Labels,Consumer,4,441.75,1767.0,1074.12,692.88,0.3921
2022-07-31,Latin America,Chile,Office Supplies,Binders,Corporate,2,99.35,198.7,99.4,99.3,0.4997
2023-12-10,Asia Pacific,China,Office Supplies,Pens,Corporate,1,205.88,205.88,117.11,88.77,0.4312
2022-07-25,Asia Pacific,Australia,Electronics,Audio,Home Office,2,57.26,114.52,78.02,36.5,0.3187
2023-01-08,Latin America,Argentina,Furniture,Tables,Consumer,3,376.04,1128.12,637.21,490.91,0.4352
2022-08-08,Asia Pacific,Australia,Clothing,Shirts,Home Office,4,102.92,411.68,239.2,172.48,0.419
2023-05-14,North America,Mexico,Clothing,Shoes,Home Office,4,228.6,914.4,604.88,309.52,0.3385
2022-01-11,North America,United States,Office Supplies,Labels,Home Office,4,456.24,1824.96,1157.63,667.33,0.3657
2024-01-19,Europe,France,Clothing,Shirts,Corporate,1,81.42,81.42,61.97,19.45,0.2389
2022-04-20,Asia Pacific,India,Clothing,Outerwear,Home Office,2,440.46,880.92,622.59,258.33,0.2933
2023-12-12,Latin America,Argentina,Furniture,Storage,Corporate,1,270.94,270.94,128.7,142.24,0.525
2024-11-22,North America,Mexico,Office Supplies,Pens,Corporate,1,39.48,39.48,20.32,19.16,0.4853
2023-10-12,Europe,Spain,Electronics,Accessories,Home Office,1,438.89,438.89,180.15,258.74,0.5895
2024-07-20,Asia Pacific,China,Clothing,Shoes,Corporate,2,88.86,177.72,76.35,101.37,0.5704
2024-11-03,North America,Canada,Clothing,Shoes,Corporate,3,426.94,1280.82,548.32,732.5,0.5719
2023-02-14,North America,Mexico,Electronics,Accessories,Consumer,4,256.13,1024.52,800.17,224.35,0.219
2022-09-14,Latin America,Argentina,Furniture,Desks,Consumer,5,429.63,2148.15,940.6,1207.55,0.5621
2023-05-03,Asia Pacific,Australia,Clothing,Outerwear,Corporate,2,238.03,476.06,295.16,180.9,0.38
2022-08-19,Asia Pacific,China,Office Supplies,Labels,Corporate,2,405.59,811.18,543.33,267.85,0.3302
2024-11-09,North America,United States,Clothing,Shoes,Consumer,5,151.81,759.05,324.78,434.27,0.5721
2024-05-22,Latin America,Colombia,Electronics,Accessories,Corporate,1,264.29,264.29,133.5,130.79,0.4949
2024-05-10,North America,Canada,Electronics,Computers,Home Office,2,220.31,440.62,211.51,229.11,0.52
2022-10-25,Europe,Italy,Electronics,Computers,Home Office,4,304.46,1217.84,735.88,481.96,0.3957
2022-05-30,Europe,France,Clothing,Pants,Home Office,1,470.0,470.0,269.59,200.41,0.4264
2023-05-16,Latin America,Colombia,Clothing,Outerwear,Consumer,5,221.24,1106.2,535.31,570.89,0.5161
2024-03-05,Latin America,Brazil,Furniture,Tables,Corporate,3,314.2,942.6,601.56,341.04,0.3618
2023-09-01,Europe,Italy,Furniture,Desks,Home Office,3,411.18,1233.54,662.55,570.99,0.4629
2023-03-26,North America,Mexico,Furniture,Tables,Corporate,1,453.41,453.41,234.51,218.9,0.4828
2024-09-30,North America,Canada,Electronics,Phones,Home Office,5,341.57,1707.85,1035.79,672.06,0.3935
2023-01-12,Latin America,Brazil,Furniture,Tables,Home Office,2,155.36,310.72,187.14,123.58,0.3977
2022-05-12,Europe,Spain,Electronics,Audio,Consumer,4,141.18,564.72,309.28,255.44,0.4523
2024-03-20,Latin America,Argentina,Office Supplies,Paper,Home Office,1,289.81,289.81,131.03,158.78,0.5479
2023-11-11,Asia Pacific,South Korea,Furniture,Desks,Corporate,3,300.5,901.5,686.49,215.01,0.2385
2024-07-14,Europe,Germany,Clothing,Shirts,Consumer,5,83.91,419.55,277.42,142.13,0.3388
2024-08-06,Asia Pacific,South Korea,Office Supplies,Labels,Home Office,4,110.72,442.88,261.22,181.66,0.4102
2022-05-27,Europe,France,Electronics,Accessories,Consumer,5,233.33,1166.65,518.38,648.27,0.5557
2023-10-04,North America,Mexico,Electronics,Accessories,Consumer,2,403.11,806.22,643.94,162.28,0.2013
2024-03-20,North America,United States,Office Supplies,Pens,Corporate,2,280.02,560.04,247.06,312.98,0.5589
2023-07-18,Asia Pacific,Japan,Office Supplies,Binders,Corporate,3,89.5,268.5,175.39,93.11,0.3468
2024-08-09,Europe,France,Office Supplies,Labels,Corporate,2,398.01,796.02,584.69,211.33,0.2655
2024-07-05,Europe,United Kingdom,Electronics,Audio,Home Office,2,498.02,996.04,642.21,353.83,0.3552
2023-02-12,Latin America,Argentina,Office Supplies,Labels,Home Office,4,485.95,1943.8,1027.65,916.15,0.4713
2024-02-17,Latin America,Brazil,Electronics,Phones,Corporate,3,175.01,525.03,406.31,118.72,0.2261
2024-03-27,Asia Pacific,China,Electronics,Audio,Consumer,2,168.74,337.48,184.93,152.55,0.452
2022-07-30,North America,Mexico,Electronics,Accessories,Corporate,1,184.19,184.19,136.21,47.98,0.2605
2024-09-17,Latin America,Argentina,Electronics,Computers,Corporate,1,29.67,29.67,21.3,8.37,0.2821
2023-03-14,North America,United States,Clothing,Pants,Home Office,5,305.28,1526.4,753.41,772.99,0.5064
2024-12-20,Europe,Germany,Clothing,Shirts,Consumer,5,342.85,1714.25,1183.08,531.17,0.3099
2024-10-19,Latin America,Argentina,Electronics,Phones,Corporate,2,338.22,676.44,456.77,219.67,0.3247
2022-08-14,Latin America,Chile,Electronics,Accessories,Home Office,1,25.29,25.29,18.46,6.83,0.2701
2023-01-13,North America,Canada,Furniture,Storage,Corporate,1,19.99,19.99,9.66,10.33,0.5168
2024-11-07,Latin America,Brazil,Clothing,Shirts,Consumer,1,35.78,35.78,24.72,11.06,0.3091
2023-11-02,Asia Pacific,China,Electronics,Accessories,Home Office,5,15.79,78.95,63.01,15.94,0.2019
2023-10-28,Europe,Italy,Office Supplies,Pens,Consumer,2,184.09,368.18,245.04,123.14,0.3345
2023-02-18,Europe,France,Furniture,Tables,Consumer,1,462.09,462.09,310.0,152.09,0.3291
2023-02-12,North America,United States,Office Supplies,Pens,Consumer,1,116.84,116.84,76.13,40.71,0.3484
2023-05-05,Europe,Germany,Clothing,Shoes,Home Office,5,17.19,85.95,43.16,42.79,0.4978
2024-09-17,Asia Pacific,Australia,Clothing,Pants,Consumer,5,320.11,1600.55,968.98,631.57,0.3946
2022-09-05,North America,Mexico,Clothing,Shirts,Home Office,5,249.13,1245.65,909.28,336.37,0.27
2024-09-11,Asia Pacific,Australia,Furniture,Tables,Corporate,2,367.27,734.54,396.84,337.7,0.4597
2024-07-31,Asia Pacific,Japan,Clothing,Shirts,Consumer,1,258.65,258.65,201.65,57.0,0.2204
2022-04-04,Europe,Germany,Clothing,Shirts,Consumer,4,114.16,456.64,311.52,145.12,0.3178
2023-10-31,North America,Canada,Electronics,Audio,Consumer,2,129.23,258.46,177.98,80.48,0.3114
2024-02-06,North America,United States,Clothing,Pants,Home Office,4,282.62,1130.48,858.43,272.05,0.2406
2023-08-13,Asia Pacific,India,Furniture,Desks,Consumer,3,444.99,1334.97,662.75,672.22,0.5035
2023-05-17,Asia Pacific,Japan,Clothing,Shirts,Consumer,4,419.45,1677.8,796.32,881.48,0.5254
2022-09-20,Latin America,Argentina,Clothing,Pants,Home Office,5,237.35,1186.75,536.44,650.31,0.548
2023-09-12,North America,United States,Clothing,Outerwear,Consumer,1,11.81,11.81,5.6,6.21,0.5258
2023-05-01,Asia Pacific,China,Clothing,Outerwear,Corporate,4,428.38,1713.52,1067.59,645.93,0.377
2024-01-04,Latin America,Chile,Office Supplies,Paper,Corporate,1,113.34,113.34,85.64,27.7,0.2444
2023-04-01,Europe,Italy,Furniture,Storage,Corporate,2,362.85,725.7,321.44,404.26,0.5571
2023-08-22,Europe,Germany,Furniture,Chairs,Consumer,2,384.94,769.88,580.19,189.69,0.2464
2022-04-14,Asia Pacific,Japan,Office Supplies,Labels,Consumer,2,24.15,48.3,21.81,26.49,0.5484
2023-02-12,North America,Mexico,Office Supplies,Labels,Home Office,2,22.93,45.86,18.78,27.08,0.5905
2024-07-16,Asia Pacific,Japan,Electronics,Phones,Home Office,2,169.54,339.08,188.91,150.17,0.4429
2023-03-10,North America,Mexico,Clothing,Shirts,Corporate,2,119.18,238.36,156.15,82.21,0.3449
2022-08-28,Asia Pacific,Japan,Clothing,Outerwear,Corporate,2,251.79,503.58,250.9,252.68,0.5018
2023-12-19,Europe,France,Clothing,Pants,Corporate,4,125.76,503.04,208.25,294.79,0.586
2024-09-30,Latin America,Argentina,Furniture,Storage,Consumer,4,331.87,1327.48,853.42,474.06,0.3571
2024-03-01,Latin America,Chile,Electronics,Computers,Home Office,1,144.39,144.39,108.18,36.21,0.2508
2023-04-19,Latin America,Chile,Clothing,Outerwear,Consumer,3,131.62,394.86,289.99,104.87,0.2656
2022-03-01,North America,United States,Clothing,Outerwear,Consumer,5,190.29,951.45,650.91,300.54,0.3159
2023-02-18,Latin America,Brazil,Office Supplies,Pens,Home Office,3,15.83,47.49,29.19,18.3,0.3853
2024-12-27,Asia Pacific,India,Furniture,Chairs,Consumer,5,391.18,1955.9,898.6,1057.3,0.5406
2022-11-08,North America,United States,Office Supplies,Paper,Corporate,3,467.33,1401.99,1059.6,342.39,0.2442
2024-01-07,North America,Canada,Office Supplies,Labels,Corporate,5,459.89,2299.45,1680.83,618.62,0.269
2023-01-21,Europe,United Kingdom,Clothing,Shirts,Consumer,5,189.88,949.4,395.28,554.12,0.5837
2024-11-24,Asia Pacific,Japan,Furniture,Storage,Home Office,3,14.3,42.9,29.75,13.15,0.3065
2022-05-22,Latin America,Brazil,Clothing,Shirts,Consumer,3,317.63,952.89,458.93,493.96,0.5184
2024-02-26,Europe,Germany,Office Supplies,Binders,Corporate,2,478.61,957.22,510.6,446.62,0.4666
2024-04-22,North America,Canada,Clothing,Shoes,Consumer,2,175.63,351.26,188.88,162.38,0.4623
2022-06-22,Latin America,Argentina,Clothing,Outerwear,Home Office,5,155.3,776.5,598.89,177.61,0.2287
2023-01-16,Latin America,Brazil,Office Supplies,Binders,Corporate,4,58.33,233.32,114.21,119.11,0.5105
2023-04-09,Latin America,Brazil,Clothing,Outerwear,Corporate,4,369.56,1478.24,592.9,885.34,0.5989
2024-09-29,Asia Pacific,China,Electronics,Computers,Corporate,1,85.21,85.21,51.37,33.84,0.3971
2022-04-22,North America,Mexico,Clothing,Shirts,Consumer,1,220.19,220.19,114.17,106.02,0.4815
2022-04-19,Europe,Germany,Furniture,Storage,Home Office,5,204.48,1022.4,663.06,359.34,0.3515
2024-11-10,North America,United States,Electronics,Audio,Home Office,3,275.12,825.36,529.58,295.78,0.3584
2024-03-04,Asia Pacific,Australia,Electronics,Phones,Consumer,3,497.7,1493.1,701.46,791.64,0.5302
2022-10-23,Latin America,Brazil,Clothing,Shirts,Consumer,5,98.79,493.95,341.99,151.96,0.3076
2024-08-28,Europe,Italy,Office Supplies,Pens,Home Office,1,283.61,283.61,162.29,121.32,0.4278
2024-11-25,Europe,Germany,Clothing,Shoes,Corporate,4,362.52,1450.08,818.97,631.11,0.4352
2024-01-30,Asia Pacific,South Korea,Clothing,Pants,Corporate,5,241.44,1207.2,792.68,414.52,0.3434
2024-12-20,Asia Pacific,Australia,Clothing,Shirts,Consumer,5,313.99,1569.95,930.31,639.64,0.4074
2022-09-26,Asia Pacific,South Korea,Electronics,Accessories,Consumer,4,107.52,430.08,254.32,175.76,0.4087
2024-07-22,Asia Pacific,India,Furniture,Desks,Corporate,2,90.4,180.8,100.19,80.61,0.4459
2024-11-28,North America,United States,Clothing,Shirts,Corporate,5,118.88,594.4,311.12,283.28,0.4766
2024-09-16,Latin America,Argentina,Electronics,Computers,Home Office,5,85.77,428.85,313.43,115.42,0.2691
2022-03-01,Latin America,Chile,Office Supplies,Labels,Consumer,3,53.66,160.98,80.23,80.75,0.5016
2022-10-20,Asia Pacific,Australia,Electronics,Computers,Consumer,1,149.93,149.93,100.94,48.99,0.3268
2023-07-07,Europe,United Kingdom,Office Supplies,Pens,Corporate,3,479.2,1437.6,771.62,665.98,0.4633
2022-08-29,Asia Pacific,Japan,Office Supplies,Pens,Home Office,2,179.2,358.4,151.47,206.93,0.5774
2024-02-22,Europe,United Kingdom,Office Supplies,Paper,Consumer,2,133.08,266.16,189.07,77.09,0.2896
2024-01-07,Asia Pacific,South Korea,Furniture,Tables,Corporate,5,148.85,744.25,451.66,292.59,0.3931
2023-12-24,Europe,Spain,Electronics,Accessories,Consumer,4,246.37,985.48,680.91,304.57,0.3091
2022-06-02,Asia Pacific,South Korea,Clothing,Shoes,Corporate,2,123.52,247.04,197.43,49.61,0.2008
2022-08-07,Latin America,Brazil,Furniture,Tables,Corporate,2,99.27,198.54,101.86,96.68,0.487
2024-07-30,Latin America,Argentina,Electronics,Phones,Corporate,1,27.65,27.65,12.86,14.79,0.5349
2023-10-06,Latin America,Brazil,Electronics,Phones,Consumer,4,426.63,1706.52,1011.21,695.31,0.4074
2022-03-19,Asia Pacific,China,Furniture,Desks,Consumer,5,142.82,714.1,569.09,145.01,0.2031
2023-12-21,Europe,United Kingdom,Electronics,Accessories,Consumer,4,492.35,1969.4,1429.47,539.93,0.2742
2023-01-10,Asia Pacific,India,Electronics,Audio,Corporate,2,217.15,434.3,268.03,166.27,0.3828
2024-03-27,Asia Pacific,India,Office Supplies,Paper,Corporate,3,194.08,582.24,323.06,259.18,0.4451
2024-04-29,Europe,Italy,Office Supplies,Pens,Corporate,4,411.85,1647.4,1057.45,589.95,0.3581
2022-05-18,Latin America,Brazil,Electronics,Computers,Home Office,4,124.37,497.48,352.27,145.21,0.2919
2023-01-27,North America,United States,Furniture,Chairs,Consumer,2,346.53,693.06,412.8,280.26,0.4044
2022-04-17,Latin America,Chile,Office Supplies,Binders,Corporate,5,396.75,1983.75,956.02,1027.73,0.5181
2022-02-10,Asia Pacific,South Korea,Clothing,Shirts,Consumer,2,29.58,59.16,28.63,30.53,0.5161
2024-08-30,North America,Canada,Electronics,Audio,Home Office,1,88.81,88.81,51.97,36.84,0.4148
2024-06-18,North America,Canada,Office Supplies,Binders,Consumer,5,112.79,563.95,232.3,331.65,0.5881
